creditability,account_balance,duration_of_credit_monthly,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,credit_amount_per_month
0,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,149.95
0,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,84.73333333333333
0,2,12,2,0,1295,1,2,3,2,1,1,3,25,3,1,1,3,1,1,107.91666666666667
0,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,261.05555555555554
0,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,1,1,79.25
0,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,56.458333333333336
0,1,48,2,99,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,63.5625
0,4,36,4,0,7855,1,3,4,2,1,2,1,25,99,2,2,3,1,2,218.19444444444446
0,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,1,1,24.055555555555557
0,4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,265.8888888888889
0,2,24,99,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,1,76.54166666666667
0,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,1,1,141.63333333333333
0,2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,1,1,174.46666666666667
0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,140.79166666666666
0,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,1,151.77777777777777
0,1,24,99,99,1358,5,5,4,3,1,3,3,40,99,2,1,4,1,2,56.583333333333336
0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,99,1,1,137.38888888888889
0,3,9,99,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,148.55555555555554
0,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,161.72916666666666
0,2,15,99,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,1,1,84.26666666666667
0,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,2,175.4
0,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,1,136.66666666666666
0,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,1,130.125
0,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,224.02777777777777
0,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,2,101.625
0,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,1,2,250.94444444444446
0,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,2,233.78333333333333
0,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,267.47222222222223
0,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,123.66666666666667
0,1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,1,1,62.833333333333336
0,2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,1,2,86.0
0,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,1,2,720.8888888888889
0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,122.85714285714286
0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,95.18518518518519
0,2,27,2,9,3915,1,3,4,3,1,2,3,36,3,2,1,3,2,2,145.0
0,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,130.9
0,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,1,2,200.70833333333334
0,1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,2,1,214.91666666666666
0,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,61.80555555555556
0,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,230.72222222222223
0,1,18,99,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,173.0
0,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,1,118.0
0,1,18,99,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,86.27777777777777
0,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,1,1,80.2
0,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,55.541666666666664
0,1,48,99,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,1,148.3125
0,1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,2,1,202.91666666666666
0,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,57.583333333333336
0,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,104.04761904761905
0,1,36,99,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,76.27777777777777
0,1,24,99,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,2,1,171.25
0,1,18,2,2,2462,1,3,2,3,1,2,3,22,3,2,1,3,1,1,136.77777777777777
0,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,1,1,106.83333333333333
0,2,12,99,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,247.41666666666666
0,1,48,99,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,2,1,95.9375
0,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,131.89583333333334
0,1,24,99,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,1,1,148.0
0,1,12,99,0,697,1,2,4,3,1,2,3,46,1,2,2,3,1,2,58.083333333333336
0,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,60.083333333333336
0,1,27,99,9,5293,1,1,2,3,1,4,2,50,3,2,2,3,1,2,196.03703703703704
0,1,21,3,6,3414,1,2,2,3,1,1,2,26,99,2,2,3,1,1,162.57142857142858
0,1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,1,1,113.27777777777777
0,1,24,99,9,3161,1,3,4,3,1,2,2,31,1,1,1,3,1,2,131.70833333333334
0,1,12,2,99,902,1,4,4,4,1,4,2,21,3,1,1,3,1,1,75.16666666666667
0,1,48,2,1,10297,1,4,4,3,1,4,4,39,3,3,3,3,2,2,214.52083333333334
0,2,48,99,9,14421,1,3,2,3,1,2,3,25,99,2,1,3,1,2,300.4375
0,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,1,1,58.666666666666664
0,1,12,2,0,1274,1,2,3,2,1,1,1,37,1,2,1,2,1,1,106.16666666666667
0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,101.91666666666667
0,1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,1,114.33333333333333
0,1,16,4,0,2625,1,5,2,3,3,4,2,43,3,1,1,3,1,2,164.0625
0,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,111.75
0,2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,1,1,106.55555555555556
0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,2,2,49.111111111111114
0,2,24,2,0,1246,1,2,4,3,1,2,1,23,1,2,1,2,1,1,51.916666666666664
0,2,36,3,0,8086,2,5,2,3,1,4,3,42,99,2,4,4,1,2,224.61111111111111
0,4,48,4,0,10127,3,3,2,3,1,2,4,44,3,3,1,3,1,1,210.97916666666666
0,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,74.0
0,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,2,1,59.916666666666664
0,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,1,2,344.1388888888889
0,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,1,1,59.083333333333336
0,2,15,99,0,6850,2,1,1,3,1,2,2,34,99,2,1,4,2,2,456.6666666666667
0,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,1,1,221.0
0,4,30,99,1,7485,5,1,4,2,1,1,1,53,1,2,1,4,1,2,249.5
0,1,18,99,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,2,1,80.11111111111111
0,4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,2,1,66.41666666666667
0,2,45,4,3,4746,1,2,4,3,1,2,2,24,1,2,2,2,1,1,105.46666666666667
0,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,1,2,78.25
0,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,56.57142857142857
0,4,48,4,1,11590,2,3,2,2,1,4,3,24,3,1,2,2,1,1,241.45833333333334
0,3,12,99,9,609,1,2,4,2,1,1,1,26,1,2,1,99,1,1,50.75
0,1,18,4,99,1190,1,1,2,2,1,4,4,55,3,3,3,99,2,1,66.11111111111111
0,2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,1,1,131.76190476190476
0,2,30,2,2,3441,2,3,2,2,2,4,3,21,1,1,1,3,1,1,114.7
0,2,30,99,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,1,142.66666666666666
0,2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,1,2,128.83333333333334
0,4,18,2,0,6761,5,3,2,3,1,4,3,68,99,1,2,3,1,1,375.6111111111111
0,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,1,1,110.91666666666667
0,2,54,99,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,1,2,295.27777777777777
0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,134.75
0,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,53.46666666666667
0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,1,2,207.5
0,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,1,2,360.3333333333333
0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,1,1,74.72222222222223
0,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,41.0
0,1,21,99,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,2,1,78.42857142857143
0,4,48,2,9,4844,1,1,3,3,1,2,3,33,3,1,1,4,1,2,100.91666666666667
0,2,27,99,9,8318,1,5,2,2,1,4,4,42,99,3,2,4,1,2,308.0740740740741
0,3,18,2,3,2100,1,3,4,3,2,2,1,37,3,2,1,3,1,1,116.66666666666667
0,1,45,99,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,262.5777777777778
0,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,1,1,74.66666666666667
0,1,30,2,99,11998,1,2,1,1,1,1,4,34,1,2,1,2,1,2,399.93333333333334
0,2,48,99,99,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,383.8333333333333
0,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,2482.6666666666665
0,2,12,2,2,2762,5,5,1,2,1,2,2,25,3,2,1,3,1,2,230.16666666666666
0,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,1,2,282.1666666666667
0,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,1,2,84.95833333333333
0,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,120.5
0,2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,1,2,106.16666666666667
0,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,104.55555555555556
0,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,2,145.8125
0,4,12,4,9,2292,1,1,4,3,1,2,3,42,99,2,2,4,1,2,191.0
0,1,14,2,0,8978,1,5,1,1,1,4,2,45,3,2,1,4,1,2,641.2857142857143
0,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,56.166666666666664
0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,54.22222222222222
0,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,113.25
0,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,99,1,1,41.666666666666664
0,2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,1,2,524.125
0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,417.27777777777777
0,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,220.33333333333334
0,1,12,99,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,1,2,516.5833333333334
0,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,82.79166666666667
0,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,95.95833333333333
0,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,603.8095238095239
0,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,539.0
0,1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,1,1,211.66666666666666
